CustomerId,Recency,Frequency,Monetary,is_high_risk
CustomerId_1095,12,11,7125.0,0
CustomerId_1096,7,784,2037374.0,0
CustomerId_1098,3,1,20000.0,0
CustomerId_1099,25,9,8220.0,0
CustomerId_11,84,1,10000.0,1
CustomerId_1101,53,9,60000.0,1
CustomerId_1102,6,14,92000.0,0
CustomerId_1103,48,1,30000.0,1
CustomerId_1104,5,10,82000.0,0
CustomerId_1105,27,1,500.0,0
CustomerId_1106,88,1,10000.0,1
CustomerId_1108,2,14,112000.0,0
CustomerId_1109,47,8,52200.0,1
CustomerId_1111,69,3,2020.0,1
CustomerId_1112,12,6,32000.0,0
CustomerId_1113,65,23,42300.0,1
CustomerId_1114,1,57,59075.0,0
CustomerId_1116,5,8,8040.0,0
CustomerId_1117,74,1,4000.0,1
CustomerId_1118,1,24,142000.0,0
CustomerId_1119,27,7,5550.0,0
CustomerId_1120,63,2,2040.0,1
CustomerId_1121,16,7,14780.98,0
CustomerId_1122,65,1,1850000.0,1
CustomerId_1123,47,1,1000.0,1
CustomerId_1124,33,6,41000.0,0
CustomerId_1125,32,1,5000.0,0
CustomerId_1127,5,37,95465.0,0
CustomerId_1129,75,2,1000.0,1
CustomerId_1130,78,4,6040.0,1
CustomerId_1131,2,11,19450.0,0
CustomerId_1134,1,9,3620.0,0
CustomerId_1135,24,14,75000.0,0
CustomerId_1137,54,20,161400.0,1
CustomerId_1140,45,3,6250.0,1
CustomerId_1141,9,49,227335.0,0
CustomerId_1145,39,4,9500.0,1
CustomerId_1146,47,6,41000.0,1
CustomerId_1147,12,18,112000.0,0
CustomerId_1150,74,2,2000.0,1
CustomerId_1153,58,1,3000.0,1
CustomerId_1154,1,9,5725.0,0
CustomerId_1156,2,368,1667770.0,0
CustomerId_1158,89,8,51400.0,1
CustomerId_1159,5,5,32000.0,0
CustomerId_1160,1,15,100890.0,0
CustomerId_1161,25,1,2500.0,0
CustomerId_1162,6,7,6735.0,0
CustomerId_1163,1,14,102000.0,0
CustomerId_1164,68,6,41000.0,1
CustomerId_1165,36,5,66000.0,0
CustomerId_1169,5,3,2050.0,0
CustomerId_1170,10,18,144926.0,0
CustomerId_1171,45,6,7075.0,1
CustomerId_1172,14,84,245040.3,0
CustomerId_1174,90,1,1000.0,1
CustomerId_1175,1,241,9065287.5,0
CustomerId_1177,4,4,28878.0,0
CustomerId_1179,21,3,3100.0,0
CustomerId_1180,12,67,154554.0,0
CustomerId_1182,6,4,22000.0,0
CustomerId_1183,20,18,65765.0,0
CustomerId_1184,75,1,1000.0,1
CustomerId_1186,77,4,8100.0,1
CustomerId_1187,55,7,61000.0,1
CustomerId_1189,38,2,3000.0,1
CustomerId_1190,12,15,112000.0,0
CustomerId_1191,5,6,32500.0,0
CustomerId_1192,5,22,43635.0,0
CustomerId_1193,54,4,21000.0,1
CustomerId_1194,55,4,21000.0,1
CustomerId_1195,54,6,31000.0,1
CustomerId_1196,48,6,32000.0,1
CustomerId_1197,55,4,21000.0,1
CustomerId_1198,55,4,21000.0,1
CustomerId_12,84,1,10000.0,1
CustomerId_1200,48,4,21000.0,1
CustomerId_1201,2,173,689886.5,0
CustomerId_1202,1,29,202000.0,0
CustomerId_1203,1,45,50270.0,0
CustomerId_1204,47,4,21000.0,1
CustomerId_1208,85,9,20230.0,1
CustomerId_1209,20,6,42000.0,0
CustomerId_1210,77,3,49000.0,1
CustomerId_1211,85,2,200000.0,1
CustomerId_1212,51,17,43000.0,1
CustomerId_1214,7,44,108175.0,0
CustomerId_1215,74,1,1000.0,1
CustomerId_1217,48,9,52000.0,1
CustomerId_1218,1,72,141945.0,0
CustomerId_1219,26,6,4150.0,0
CustomerId_1220,19,13,62000.0,0
CustomerId_1221,6,5,32000.0,0
CustomerId_1222,10,45,87130.0,0
CustomerId_1223,4,3,21500.0,0
CustomerId_1224,6,1,10000.0,0
CustomerId_1225,9,1,1000.0,0
CustomerId_1226,44,8,13300.0,1
CustomerId_1227,14,26,86426.4,0
CustomerId_1228,12,5,32000.0,0
CustomerId_1229,16,3,2050.0,0
CustomerId_1231,37,1,2000.0,1
CustomerId_1232,16,1,5000.0,0
CustomerId_1233,28,1,1000.0,0
CustomerId_1234,54,12,81400.0,1
CustomerId_1235,47,6,31000.0,1
CustomerId_1236,45,8,11235.0,1
CustomerId_1237,29,1,1000.0,0
CustomerId_1238,5,5,32000.0,0
CustomerId_1240,45,6,46000.0,1
CustomerId_1241,26,7,42000.0,0
CustomerId_1242,6,152,1191696.0,0
CustomerId_1244,88,1,5000.0,1
CustomerId_1245,5,29,197000.0,0
CustomerId_1246,26,19,121000.0,0
CustomerId_1247,1,13,112000.0,0
CustomerId_1250,4,273,696300.85,0
CustomerId_1252,13,19,122000.0,0
CustomerId_1253,13,5,32000.0,0
CustomerId_1256,33,6,42000.0,0
CustomerId_1257,13,12,17395.0,0
CustomerId_1258,12,7,42000.0,0
CustomerId_1259,69,16,17786.5,1
CustomerId_1260,6,9,62000.0,0
CustomerId_1262,26,9,10160.0,0
CustomerId_1263,54,5,31000.0,1
CustomerId_1265,22,97,278900.0,0
CustomerId_1266,16,20,10120.0,0
CustomerId_1267,25,3,2020.0,0
CustomerId_1268,16,1,1000000.0,0
CustomerId_1269,76,3,8000.0,1
CustomerId_1270,10,33,55296.0,0
CustomerId_1271,18,6,5650.0,0
CustomerId_1272,54,3,4500.0,1
CustomerId_1273,68,6,41000.0,1
CustomerId_1274,44,1,5000.0,1
CustomerId_1275,1,253,748843.5,0
CustomerId_1276,6,86,947500.0,0
CustomerId_1277,2,60,175090.0,0
CustomerId_1279,54,7,51000.0,1
CustomerId_1280,22,44,113797.0,0
CustomerId_1281,5,30,271800.0,0
CustomerId_1282,13,1,10000.0,0
CustomerId_1283,75,19,18095.0,1
CustomerId_1285,76,4,3050.0,1
CustomerId_1286,17,28,77851.0,0
CustomerId_1287,62,7,51000.0,1
CustomerId_1288,2,14,16630.0,0
CustomerId_1294,5,12,67622.0,0
CustomerId_1295,62,15,103850.0,1
CustomerId_1296,52,3,1525.0,1
CustomerId_1297,65,1,5000.0,1
CustomerId_1298,29,20,430020.0,0
CustomerId_1299,29,36,241220.0,0
CustomerId_13,84,1,10000.0,1
CustomerId_1300,20,6,32000.0,0
CustomerId_1301,12,18,132000.0,0
CustomerId_1302,25,18,7742715.0,0
CustomerId_1303,5,21,152000.0,0
CustomerId_1304,20,3,150000.0,0
CustomerId_1306,65,61,65740.0,1
CustomerId_1307,26,17,256350.0,0
CustomerId_1308,35,15,150558.0,0
CustomerId_1310,13,1,10000.0,0
CustomerId_1311,21,33,43430.0,0
CustomerId_1312,19,1,1000.0,0
CustomerId_1313,47,6,41000.0,1
CustomerId_1316,16,2,30000.0,0
CustomerId_1317,10,10,67000.0,0
CustomerId_1318,65,7,7066.0,1
CustomerId_1320,79,2,10000.0,1
CustomerId_1321,63,2,60000.0,1
CustomerId_1322,62,6,5050.0,1
CustomerId_1323,12,15,92000.0,0
CustomerId_1324,5,45,743304.0,0
CustomerId_1325,49,5,41720.0,1
CustomerId_1326,47,3,13000.0,1
CustomerId_1328,23,1,1000.0,0
CustomerId_1329,2,7,44000.0,0
CustomerId_1330,12,7,62000.0,0
CustomerId_1331,19,12,88000.0,0
CustomerId_1332,83,2,3000.0,1
CustomerId_1335,12,113,300641.5,0
CustomerId_1338,77,2,22000.0,1
CustomerId_1339,47,5,31000.0,1
CustomerId_1341,60,11,22440.0,1
CustomerId_1343,52,1,1000.0,1
CustomerId_1349,54,7,8000.0,1
CustomerId_1351,80,15,98900.0,1
CustomerId_1353,22,1,2000000.0,0
CustomerId_1355,58,5,10000.0,1
CustomerId_1356,90,1,5000.0,1
CustomerId_1357,27,1,100.0,0
CustomerId_1358,2,6,4050.0,0
CustomerId_1359,12,9,62000.0,0
CustomerId_1360,66,1,10000.0,1
CustomerId_1361,82,9,11500.0,1
CustomerId_1362,2,20,144000.0,0
CustomerId_1363,54,1,5000.0,1
CustomerId_1365,33,4,21500.0,0
CustomerId_1366,23,5,3100.0,0
CustomerId_1367,5,6,32000.0,0
CustomerId_1369,68,6,41000.0,1
CustomerId_1370,66,7,113150.0,1
CustomerId_1372,19,1,500.0,0
CustomerId_1373,39,1,10000.0,1
CustomerId_1375,16,3,30000.0,0
CustomerId_1376,40,2,220000.0,1
CustomerId_1377,23,3,2020.0,0
CustomerId_1378,1,13,102000.0,0
CustomerId_1379,85,1,1000.0,1
CustomerId_1380,1,20,152000.0,0
CustomerId_1381,63,1,5000.0,1
CustomerId_1382,2,20,15205.0,0
CustomerId_1384,25,3,7000.0,0
CustomerId_1385,18,1,50000.0,0
CustomerId_1386,83,1,1000.0,1
CustomerId_1387,10,36,24774.0,0
CustomerId_1389,56,1,100000.0,1
CustomerId_1390,22,1,500.0,0
CustomerId_1392,50,5,11940.0,1
CustomerId_1393,65,2,10200.0,1
CustomerId_1394,72,1,10000.0,1
CustomerId_1395,6,5,32000.0,0
CustomerId_1396,68,7,40600.0,1
CustomerId_1397,1,10,9200.0,0
CustomerId_1398,7,43,220229.0,0
CustomerId_14,84,1,10000.0,1
CustomerId_1400,50,1,500.0,1
CustomerId_1402,33,6,12040.0,0
CustomerId_1404,5,2,4000.0,0
CustomerId_1406,86,2,510.0,1
CustomerId_1407,12,18,128020.0,0
CustomerId_1408,49,1,1000.0,1
CustomerId_1409,5,24,34911.0,0
CustomerId_1410,5,13,77000.0,0
CustomerId_1411,35,6,7000.0,0
CustomerId_1413,3,140,542505.6,0
CustomerId_1414,5,4,22000.0,0
CustomerId_1415,1,52,62247.0,0
CustomerId_1417,36,2,7000.0,0
CustomerId_1418,24,1,3500.0,0
CustomerId_1419,27,9,45775.0,0
CustomerId_1420,62,10,14350.0,1
CustomerId_1421,14,10,32190.0,0
CustomerId_1422,89,3,14040.0,1
CustomerId_1423,84,14,8640.0,1
CustomerId_1424,20,5,32000.0,0
CustomerId_1425,1,36,63110.0,0
CustomerId_1426,84,1,10000.0,1
CustomerId_1427,54,30,222800.0,1
CustomerId_1429,5,36,223360.0,0
CustomerId_1431,64,1,5000.0,1
CustomerId_1432,91,1,2000.0,1
CustomerId_1435,12,29,162200.0,0
CustomerId_1436,55,4,21000.0,1
CustomerId_1437,38,1,20000.0,1
CustomerId_1438,4,32,179855.0,0
CustomerId_1439,54,1,500.0,1
CustomerId_1440,2,4,2460.0,0
CustomerId_1441,57,1,1000.0,1
CustomerId_1442,12,9,62000.0,0
CustomerId_1443,33,2,2000.0,0
CustomerId_1444,58,1,500.0,1
CustomerId_1445,29,1,500.0,0
CustomerId_1447,75,8,12150.0,1
CustomerId_1448,14,3,3500.0,0
CustomerId_1449,15,27,500432.0,0
CustomerId_1450,27,9,63275.0,0
CustomerId_1451,23,18,20850.0,0
CustomerId_1452,31,11,25400.0,0
CustomerId_1453,11,11,22825.0,0
CustomerId_1454,1,14,102000.0,0
CustomerId_1455,77,1,1000.0,1
CustomerId_1458,42,1,500.0,1
CustomerId_1459,46,1,10000.0,1
CustomerId_1461,19,42,69400.0,0
CustomerId_1464,12,4,22000.0,0
CustomerId_1466,19,7,50200.0,0
CustomerId_1467,1,8,13500.0,0
CustomerId_1468,21,15,406464.0,0
CustomerId_1472,5,66,335872.0,0
CustomerId_1474,72,1,10000.0,1
CustomerId_1475,82,8,17260.0,1
CustomerId_1476,76,8,16100.0,1
CustomerId_1477,11,58,146182.6,0
CustomerId_1478,6,4,22000.0,0
CustomerId_1479,19,6,32000.0,0
CustomerId_1480,5,29,182000.0,0
CustomerId_1481,60,13,31000.0,1
CustomerId_1482,60,10,36000.0,1
CustomerId_1483,44,9,12180.0,1
CustomerId_1484,12,8,5030.0,0
CustomerId_1485,13,23,152000.0,0
CustomerId_1486,33,6,42000.0,0
CustomerId_1487,67,8,6500.0,1
CustomerId_1488,33,5,32000.0,0
CustomerId_1489,51,6,90000.0,1
CustomerId_1490,60,3,30000.0,1
CustomerId_1492,82,3,3650.0,1
CustomerId_1494,2,29,96625.0,0
CustomerId_1495,82,5,12050.0,1
CustomerId_1496,78,1,50000.0,1
CustomerId_1498,3,4,5580.0,0
CustomerId_1499,75,8,46000.0,1
CustomerId_15,84,1,10000.0,1
CustomerId_1501,6,5,32000.0,0
CustomerId_1502,53,1,5000.0,1
CustomerId_1503,20,74,323429.0,0
CustomerId_1504,2,10,112550.0,0
CustomerId_1505,6,116,233990.0,0
CustomerId_1506,47,1,5000.0,1
CustomerId_1507,7,2,1050.0,0
CustomerId_1508,13,21,122000.0,0
CustomerId_1509,6,17,101459.0,0
CustomerId_1510,59,93,224721.0,1
CustomerId_1511,25,4,6050.0,0
CustomerId_1512,1,32,137365.0,0
CustomerId_1513,47,6,41000.0,1
CustomerId_1514,77,9,6450.0,1
CustomerId_1515,5,70,157915.0,0
CustomerId_1516,33,7,33025.0,0
CustomerId_1517,21,11,35000.0,0
CustomerId_1518,48,4,21000.0,1
CustomerId_1520,13,20,140280.0,0
CustomerId_1521,87,1,1000.0,1
CustomerId_1523,18,14,281846.0,0
CustomerId_1524,6,5,22000.0,0
CustomerId_1525,72,1,1000.0,1
CustomerId_1526,33,1,500.0,0
CustomerId_1528,38,5,14220.0,1
CustomerId_1529,83,28,29814.0,1
CustomerId_1531,63,1,3000.0,1
CustomerId_1532,45,20,606594.0,1
CustomerId_1533,5,90,150070.0,0
CustomerId_1535,3,7,60212748.0,0
CustomerId_1537,19,24,131371.0,0
CustomerId_1538,12,15,102000.0,0
CustomerId_1540,75,5,31000.0,1
CustomerId_1541,46,29,100400.0,1
CustomerId_1542,12,5,22000.0,0
CustomerId_1543,12,5,32000.0,0
CustomerId_1545,14,70,248615.0,0
CustomerId_1546,5,50,481400.0,0
CustomerId_1547,53,52,110950.0,1
CustomerId_1550,6,14,92000.0,0
CustomerId_1554,3,26,35275.0,0
CustomerId_1557,5,25,182000.0,0
CustomerId_1561,5,5,32000.0,0
CustomerId_1562,68,3,6250.0,1
CustomerId_1564,59,28,55990.0,1
CustomerId_1565,55,17,62400.0,1
CustomerId_1566,23,1,1000.0,0
CustomerId_1567,21,3,1000500.0,0
CustomerId_1568,26,15,25360.0,0
CustomerId_1569,35,1,5000.0,0
CustomerId_1570,54,9,42000.0,1
CustomerId_1571,40,1,10000.0,1
CustomerId_1572,12,13,92000.0,0
CustomerId_1573,68,6,41000.0,1
CustomerId_1576,38,91,289724.0,0
CustomerId_1577,87,3,5750.0,1
CustomerId_1578,69,12,120000.0,1
CustomerId_1579,1,20,162000.0,0
CustomerId_1580,42,6,6068.0,1
CustomerId_1581,26,13,37000.0,0
CustomerId_1583,36,9,10270.0,0
CustomerId_1584,1,59,258386.0,0
CustomerId_1587,86,15,19645.0,1
CustomerId_1588,31,33,142360.0,0
CustomerId_1591,20,9,57000.0,0
CustomerId_1593,1,13,102000.0,0
CustomerId_1594,5,89,496020.0,0
CustomerId_1595,76,4,12050.0,1
CustomerId_1597,77,1,50000.0,1
CustomerId_1599,34,3,2000.0,0
CustomerId_1601,59,3,1630.0,1
CustomerId_1602,13,58,4234490.0,0
CustomerId_1604,48,30,69174.5,1
CustomerId_1605,77,1,1800.0,1
CustomerId_1608,86,16,20950.0,1
CustomerId_1609,84,5,3025.0,1
CustomerId_1610,22,1,500.0,0
CustomerId_1611,47,5,31000.0,1
CustomerId_1612,3,1,20000.0,0
CustomerId_1613,13,18,122000.0,0
CustomerId_1614,39,5,3000.0,1
CustomerId_1615,12,5,22000.0,0
CustomerId_1617,2,1,500.0,0
CustomerId_1618,1,13,122000.0,0
CustomerId_1619,90,1,5000.0,1
CustomerId_1620,26,5,32000.0,0
CustomerId_1621,26,1,1000.0,0
CustomerId_1622,5,126,521175.0,0
CustomerId_1623,5,5,32000.0,0
CustomerId_1624,54,18,126400.0,1
CustomerId_1625,55,21,142800.0,1
CustomerId_1626,24,13,8125.0,0
CustomerId_1627,4,1,500.0,0
CustomerId_1629,48,1,500.0,1
CustomerId_1632,5,68,469700.0,0
CustomerId_1634,54,19,135300.0,1
CustomerId_1635,33,6,42000.0,0
CustomerId_1636,8,32,88142.0,0
CustomerId_1637,15,1,10000.0,0
CustomerId_1638,59,3,1525.0,1
CustomerId_1639,26,14,19760.0,0
CustomerId_1640,42,8,5625.0,1
CustomerId_1641,54,6,41000.0,1
CustomerId_1642,44,10,31690.0,1
CustomerId_1643,47,5,31000.0,1
CustomerId_1645,5,5,32000.0,0
CustomerId_1646,40,2,1500.0,1
CustomerId_1647,11,19,19000.0,0
CustomerId_1649,26,3,1525.0,0
CustomerId_1651,2,2,20000.0,0
CustomerId_1652,46,1,5000.0,1
CustomerId_1653,25,6,1662525.0,0
CustomerId_1655,12,9,62000.0,0
CustomerId_1656,4,90,1248830.0,0
CustomerId_1657,52,3,6000.0,1
CustomerId_1658,7,43,125662.0,0
CustomerId_1659,70,3,165000.0,1
CustomerId_1660,67,1,1000.0,1
CustomerId_1661,1,20,75715.0,0
CustomerId_1663,11,480,1756211.0,0
CustomerId_1664,86,1,1000.0,1
CustomerId_1666,34,1,50000.0,0
CustomerId_1669,30,3,1525.0,0
CustomerId_1670,62,15,240585.0,1
CustomerId_1671,73,2,10000.0,1
CustomerId_1672,35,6,22250.0,0
CustomerId_1674,82,1,20000.0,1
CustomerId_1676,5,32,236000.0,0
CustomerId_1679,55,4,21000.0,1
CustomerId_1680,12,11,764850.0,0
CustomerId_1681,1,13,102000.0,0
CustomerId_1683,8,12,119500.0,0
CustomerId_1684,12,13,83000.0,0
CustomerId_1686,7,1,1000.0,0
CustomerId_1687,61,1,2000.0,1
CustomerId_1688,24,16,115421.0,0
CustomerId_1690,81,21,2018370.0,1
CustomerId_1692,27,7,14050.0,0
CustomerId_1694,13,22,152000.0,0
CustomerId_1695,7,96,807673.0,0
CustomerId_1696,26,11,31510.0,0
CustomerId_1697,6,10,62000.0,0
CustomerId_1698,3,2,501000.0,0
CustomerId_1699,36,151,1102562.0,0
CustomerId_1701,1,25,140000.0,0
CustomerId_1702,89,14,12920.0,1
CustomerId_1703,64,3,1525.0,1
CustomerId_1705,2,3,2050.0,0
CustomerId_1707,26,7,16000.0,0
CustomerId_1708,12,6,32000.0,0
CustomerId_1709,1,524,997853.0,0
CustomerId_1710,22,5,5020.0,0
CustomerId_1712,39,1,1000.0,1
CustomerId_1713,21,47,45746.0,0
CustomerId_1714,62,7,51000.0,1
CustomerId_1716,62,1,80000.0,1
CustomerId_1717,1,12,82000.0,0
CustomerId_1719,3,1,5000.0,0
CustomerId_1720,47,6,41000.0,1
CustomerId_1721,47,6,41000.0,1
CustomerId_1722,21,1,1000.0,0
CustomerId_1723,86,1,800.0,1
CustomerId_1724,29,1,1000000.0,0
CustomerId_1725,85,20,27050.0,1
CustomerId_1726,56,6,9120.0,1
CustomerId_1728,39,3,6500.0,1
CustomerId_1729,33,8,52000.0,0
CustomerId_1730,27,63,174970.0,0
CustomerId_1731,56,23,361000.0,1
CustomerId_1732,53,18,211000.0,1
CustomerId_1733,5,38,282000.0,0
CustomerId_1735,19,3,23000.0,0
CustomerId_1736,34,2,525.0,0
CustomerId_1738,6,5,32000.0,0
CustomerId_1739,9,19,11609.0,0
CustomerId_1741,40,3,13000.0,1
CustomerId_1742,24,3,7000.0,0
CustomerId_1744,34,1,5000.0,0
CustomerId_1748,20,3,64000.0,0
CustomerId_1749,34,4,3050.0,0
CustomerId_1750,1,21,25900.0,0
CustomerId_1752,23,4,3050.0,0
CustomerId_1753,68,1,250000.0,1
CustomerId_1754,49,1,500.0,1
CustomerId_1755,43,1,5000.0,1
CustomerId_1756,61,1,5000.0,1
CustomerId_1757,70,4,1050.0,1
CustomerId_1758,8,91,184205.5,0
CustomerId_1759,32,10,40000.0,0
CustomerId_1762,6,10,18447.0,0
CustomerId_1763,19,13,72000.0,0
CustomerId_1764,74,2,11000.0,1
CustomerId_1767,2,21,311060.0,0
CustomerId_1768,11,68,263748.0,0
CustomerId_1769,40,1,10000.0,1
CustomerId_1770,1,8,26800.0,0
CustomerId_1773,5,24,83051.45,0
CustomerId_1774,5,38,271000.0,0
CustomerId_1776,45,2,510.0,1
CustomerId_1782,1,19,49092.0,0
CustomerId_1784,5,9,62000.0,0
CustomerId_1786,6,29,202800.0,0
CustomerId_1790,2,27,225370.0,0
CustomerId_1791,33,6,42000.0,0
CustomerId_1792,76,1,1000000.0,1
CustomerId_1794,73,9,20000.0,1
CustomerId_1795,1,10,81000.0,0
CustomerId_1797,44,3,8000.0,1
CustomerId_1798,36,1,50000.0,0
CustomerId_1800,13,5,27000.0,0
CustomerId_1801,13,18,14125.0,0
CustomerId_1802,8,3,21000.0,0
CustomerId_1805,42,29,388025.75,1
CustomerId_1806,71,20,74000.0,1
CustomerId_1807,54,6,50000.0,1
CustomerId_1809,63,19,68085.58,1
CustomerId_1810,1,23,167000.0,0
CustomerId_1811,85,3,2025.0,1
CustomerId_1812,9,35,1218982.0,0
CustomerId_1813,68,5,22720.0,1
CustomerId_1815,1,79,81685.0,0
CustomerId_1817,55,6,41000.0,1
CustomerId_1820,28,10,17200.0,0
CustomerId_1821,4,1,10000.0,0
CustomerId_1825,5,19,171400.0,0
CustomerId_1827,54,6,41000.0,1
CustomerId_1828,54,5,31000.0,1
CustomerId_1830,65,9,5200.0,1
CustomerId_1831,32,14,313200.0,0
CustomerId_1833,61,10,816000.0,1
CustomerId_1835,47,6,41000.0,1
CustomerId_1836,22,1,5000.0,0
CustomerId_1838,29,1,1000.0,0
CustomerId_1839,68,17,28772.0,1
CustomerId_1841,6,22,162000.0,0
CustomerId_1843,62,13,9055.0,1
CustomerId_1844,40,10,57225.0,1
CustomerId_1845,6,13,31600.0,0
CustomerId_1846,16,16,111755.0,0
CustomerId_1848,10,15,80260.0,0
CustomerId_1849,4,29,61780.0,0
CustomerId_1850,23,1,1509988.0,0
CustomerId_1852,22,1,2000.0,0
CustomerId_1853,55,1,1000.0,1
CustomerId_1855,1,5,4050.0,0
CustomerId_1856,19,2,60600.0,0
CustomerId_1858,33,56,3708555.0,0
CustomerId_1859,60,4,2025.0,1
CustomerId_1860,2,47,332976.0,0
CustomerId_1861,54,5,31000.0,1
CustomerId_1862,84,5,2575.0,1
CustomerId_1864,6,27,161600.0,0
CustomerId_1867,9,31,192000.0,0
CustomerId_1870,89,4,20200.0,1
CustomerId_1871,33,17,63000.0,0
CustomerId_1872,13,4,20000.0,0
CustomerId_1873,89,1,1000.0,1
CustomerId_1874,10,22,107430.0,0
CustomerId_1875,6,97,895019.4,0
CustomerId_1876,52,3,11000.0,1
CustomerId_1877,11,18,202880.0,0
CustomerId_1879,87,1,1000.0,1
CustomerId_1881,5,35,291000.0,0
CustomerId_1882,19,4,6500.0,0
CustomerId_1884,72,1,10000.0,1
CustomerId_1885,30,1,150000.0,0
CustomerId_1886,50,3,13000.0,1
CustomerId_1887,56,1,1000.0,1
CustomerId_1888,63,1,10000.0,1
CustomerId_1889,5,67,452977.6,0
CustomerId_1890,6,9,102000.0,0
CustomerId_1891,45,11,2011160.0,1
CustomerId_1892,12,1,10000.0,0
CustomerId_1895,84,13,11452.0,1
CustomerId_1898,6,59,312400.0,0
CustomerId_1899,12,10,72000.0,0
CustomerId_1900,39,1,30000.0,1
CustomerId_1901,12,17,122000.0,0
CustomerId_1903,20,1,10000.0,0
CustomerId_1906,31,43,206805.0,0
CustomerId_1907,78,2,11000.0,1
CustomerId_1908,26,152,132137.0,0
CustomerId_1911,21,41,5239629.0,0
CustomerId_1913,77,1,500.0,1
CustomerId_1914,77,5,11250.0,1
CustomerId_1915,34,11,62624.0,0
CustomerId_1916,11,16,15115.0,0
CustomerId_1917,37,7,330000.0,1
CustomerId_1918,65,1,500.0,1
CustomerId_1919,47,5,31000.0,1
CustomerId_1922,12,5,32000.0,0
CustomerId_1923,6,5,32000.0,0
CustomerId_1925,26,45,61025.0,0
CustomerId_1927,32,4,21200.0,0
CustomerId_1928,26,3,1100.0,0
CustomerId_1929,1,259,966537.99,0
CustomerId_1930,47,6,41000.0,1
CustomerId_1931,12,10,62000.0,0
CustomerId_1932,58,32,40850.0,1
CustomerId_1935,71,1,1000.0,1
CustomerId_1937,7,67,342460.0,0
CustomerId_1938,33,66,84961.0,0
CustomerId_1942,40,7,5100.0,1
CustomerId_1943,28,52,147110.0,0
CustomerId_1944,7,6,92000.0,0
CustomerId_1945,25,4,9150.0,0
CustomerId_1946,1,20,152000.0,0
CustomerId_1947,81,28,165470.0,1
CustomerId_1950,47,9,61000.0,1
CustomerId_1951,38,2,2000.0,1
CustomerId_1956,2,60,124160.0,0
CustomerId_1961,3,1,1000.0,0
CustomerId_1963,86,6,14550.0,1
CustomerId_1965,6,25,168520.0,0
CustomerId_1966,67,1,10000.0,1
CustomerId_1967,16,5,33050.0,0
CustomerId_1968,3,8,29650.0,0
CustomerId_1969,2,106,608916.0,0
CustomerId_1970,20,7,16250.0,0
CustomerId_1971,47,6,41000.0,1
CustomerId_1972,37,2,1500.0,1
CustomerId_1973,6,10,62000.0,0
CustomerId_1974,1,25,189000.0,0
CustomerId_1975,54,6,41000.0,1
CustomerId_1976,1,144,422023.0,0
CustomerId_1978,33,6,42000.0,0
